Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2007.0,MO,Full-Service Providers,7.69,6.34,4.76,6.16,NA,6.56
2007.0,MS,Full-Service Providers,9.36,8.92,5.75,0.0,NA,8.03
2007.0,MT,Full-Service Providers,8.77,8.18,5.24,0.0,NA,7.56
2007.0,NC,Full-Service Providers,9.4,7.43,5.47,9.09,NA,7.83
2007.0,ND,Full-Service Providers,7.3,6.58,5.24,0.0,NA,6.42
2007.0,NE,Full-Service Providers,7.59,6.39,4.78,0.0,NA,6.28
2007.0,NH,Full-Service Providers,14.88,14.03,11.92,0.0,NA,14.09
2007.0,NJ,Full-Service Providers,14.14,13.22,8.46,6.51,NA,13.19
2007.0,NM,Full-Service Providers,9.12,7.66,5.6,0.0,NA,7.44
2007.0,NV,Full-Service Providers,11.82,10.09,8.42,9.98,NA,10.1
2007.0,NY,Full-Service Providers,17.01,16.54,9.33,13.59,NA,16.16
2007.0,OH,Full-Service Providers,9.54,8.59,5.73,9.98,NA,7.89
2007.0,OK,Full-Service Providers,8.58,7.33,5.41,0.0,NA,7.29
2007.0,OR,Full-Service Providers,8.19,7.18,4.83,6.71,NA,7.02
2007.0,PA,Full-Service Providers,10.9,9.18,6.9,7.68,NA,9.12
2007.0,RI,Full-Service Providers,14.04,12.73,11.73,0.0,NA,13.21
2007.0,SC,Full-Service Providers,9.19,7.74,4.83,0.0,NA,7.18
2007.0,SD,Full-Service Providers,8.07,6.61,5.09,0.0,NA,6.89
2007.0,TN,Full-Service Providers,7.84,8.09,5.19,10.31,NA,7.07
2007.0,TX,Full-Service Providers,12.34,9.87,7.79,8.4,NA,10.11
2007.0,UT,Full-Service Providers,8.15,6.54,4.52,7.44,NA,6.41
2007.0,VA,Full-Service Providers,8.74,6.38,5.07,6.73,NA,7.12
2007.0,VT,Full-Service Providers,14.15,12.29,8.92,0.0,NA,12.04
2007.0,WA,Full-Service Providers,7.26,6.55,4.38,5.74,NA,6.37
2007.0,WI,Full-Service Providers,10.87,8.71,6.16,0.0,NA,8.48
2007.0,WV,Full-Service Providers,6.73,5.85,3.95,6.42,NA,5.34
2007.0,WY,Full-Service Providers,7.75,6.25,4.1,0.0,NA,5.29
2007.0,US,Full-Service Providers,10.59,9.29,6.17,8.82,NA,8.98
2007.0,CA,Restructured Retail Service Providers,19.92,12.78,10.5,8.49,NA,11.79
2007.0,CT,Restructured Retail Service Providers,15.4,15.25,14.35,13.25,NA,14.98
2007.0,DC,Restructured Retail Service Providers,13.41,11.49,9.32,11.32,NA,11.41
2007.0,DE,Restructured Retail Service Providers,12.25,9.74,8.3,0.0,NA,9.1
2007.0,IL,Restructured Retail Service Providers,0.0,7.48,6.63,6.5,NA,6.94
2007.0,MA,Restructured Retail Service Providers,17.44,14.86,14.07,9.14,NA,14.79
2007.0,MD,Restructured Retail Service Providers,12.75,10.99,9.34,10.15,NA,10.72
2007.0,ME,Restructured Retail Service Providers,16.59,12.95,14.14,0.0,NA,14.63
2007.0,MI,Restructured Retail Service Providers,0.0,9.56,5.17,0.0,NA,7.14
2007.0,MT,Restructured Retail Service Providers,7.14,5.82,5.04,0.0,NA,5.08
2007.0,NH,Restructured Retail Service Providers,16.07,13.34,13.12,0.0,NA,13.24
2007.0,NJ,Restructured Retail Service Providers,0.0,12.36,12.1,11.51,NA,12.27
2007.0,NV,Restructured Retail Service Providers,0.0,0.0,6.93,0.0,NA,6.93
2007.0,NY,Restructured Retail Service Providers,17.87,15.4,8.36,10.7,NA,13.91
2007.0,OH,Restructured Retail Service Providers,10.33,9.39,6.08,0.0,NA,8.17
2007.0,OR,Restructured Retail Service Providers,0.0,7.66,6.66,0.0,NA,6.92
2007.0,PA,Restructured Retail Service Providers,13.55,9.37,6.57,9.95,NA,8.52
2007.0,RI,Restructured Retail Service Providers,20.88,12.43,12.67,0.0,NA,12.54
2007.0,VA,Restructured Retail Service Providers,12.46,9.6,0.0,0.0,NA,10.7
2007.0,WA,Restructured Retail Service Providers,0.0,5.17,6.1,0.0,NA,6.1
2007.0,US,Restructured Retail Service Providers,15.8,12.35,8.37,10.11,NA,11.03
2007.0,CA,Energy-Only Providers,12.59,8.05,7.41,7.95,NA,7.82
2007.0,CT,Energy-Only Providers,11.42,10.36,10.93,10.75,NA,10.65
2007.0,DC,Energy-Only Providers,10.15,8.5,8.32,8.7,NA,8.51
2007.0,DE,Energy-Only Providers,10.92,8.79,7.94,0.0,NA,8.42
2007.0,IL,Energy-Only Providers,0.0,6.07,5.85,5.58,NA,5.93
2007.0,MA,Energy-Only Providers,10.67,10.32,10.65,8.48,NA,10.4
2007.0,MD,Energy-Only Providers,10.52,8.96,8.36,8.97,NA,8.89
2007.0,ME,Energy-Only Providers,9.55,8.24,12.13,0.0,NA,9.79
2007.0,MI,Energy-Only Providers,0.0,7.23,4.43,0.0,NA,5.68
2007.0,MT,Energy-Only Providers,3.57,3.69,4.5,0.0,NA,4.45
2007.0,NH,Energy-Only Providers,9.82,9.52,9.73,0.0,NA,9.62
2007.0,NJ,Energy-Only Providers,0.0,8.93,8.91,9.35,NA,8.93
2007.0,NV,Energy-Only Providers,0.0,0.0,6.73,0.0,NA,6.73
2007.0,NY,Energy-Only Providers,11.43,10.15,6.77,8.44,NA,9.47
2007.0,OH,Energy-Only Providers,5.31,5.11,4.08,0.0,NA,4.71
2007.0,OR,Energy-Only Providers,0.0,6.53,5.97,0.0,NA,6.12
2007.0,PA,Energy-Only Providers,8.39,7.17,5.87,7.22,NA,6.71
2007.0,RI,Energy-Only Providers,8.74,8.41,9.32,0.0,NA,8.72
2007.0,VA,Energy-Only Providers,9.92,8.97,0.0,0.0,NA,9.34
2007.0,WA,Energy-Only Providers,0.0,4.27,5.67,0.0,NA,5.67
2007.0,US,Energy-Only Providers,9.8,8.71,6.87,8.28,NA,8.09
2007.0,CA,Delivery-Only Service,7.33,4.73,3.09,0.54,NA,3.97
2007.0,CT,Delivery-Only Service,3.99,4.9,3.41,2.49,NA,4.33
2007.0,DC,Delivery-Only Service,3.26,2.99,1.0,2.62,NA,2.9
2007.0,DE,Delivery-Only Service,1.33,0.95,0.36,0.0,NA,0.68
2007.0,IL,Delivery-Only Service,0.0,1.41,0.79,0.92,NA,1.02
2007.0,MA,Delivery-Only Service,6.77,4.54,3.43,0.66,NA,4.4
2007.0,MD,Delivery-Only Service,2.24,2.03,0.98,1.18,NA,1.82
2007.0,ME,Delivery-Only Service,7.04,4.71,2.02,0.0,NA,4.83
2007.0,MI,Delivery-Only Service,0.0,2.34,0.75,0.0,NA,1.46
2007.0,MT,Delivery-Only Service,3.57,2.13,0.53,0.0,NA,0.63
2007.0,NH,Delivery-Only Service,6.25,3.82,3.39,0.0,NA,3.62
2007.0,NJ,Delivery-Only Service,0.0,3.43,3.19,2.16,NA,3.34
2007.0,NV,Delivery-Only Service,0.0,0.0,0.2,0.0,NA,0.2
2007.0,NY,Delivery-Only Service,6.45,5.25,1.58,2.26,NA,4.44
2007.0,OH,Delivery-Only Service,5.02,4.29,2.0,0.0,NA,3.46
2007.0,OR,Delivery-Only Service,0.0,1.13,0.68,0.0,NA,0.8
2007.0,PA,Delivery-Only Service,5.15,2.2,0.71,2.72,NA,1.81
2007.0,RI,Delivery-Only Service,12.14,4.02,3.36,0.0,NA,3.82
2007.0,VA,Delivery-Only Service,2.53,0.63,0.0,0.0,NA,1.36
2007.0,WA,Delivery-Only Service,0.0,0.9,0.42,0.0,NA,0.42
2007.0,US,Delivery-Only Service,6.0,3.63,1.5,1.84,NA,2.95
2006.0,AK,Total Electric Industry,14.83,11.93,11.54,0.0,NA,12.84
2006.0,AL,Total Electric Industry,8.75,8.18,4.9,0.0,NA,7.07
2006.0,AR,Total Electric Industry,8.85,6.96,5.24,0.0,NA,6.99
2006.0,AZ,Total Electric Industry,9.4,8.02,5.69,0.0,NA,8.24
2006.0,CA,Total Electric Industry,14.33,12.9,10.09,6.29,NA,12.82
2006.0,CO,Total Electric Industry,9.02,7.5,5.88,7.78,NA,7.61
2006.0,CT,Total Electric Industry,16.86,14.03,11.71,14.55,NA,14.83
2006.0,DC,Total Electric Industry,9.88,11.17,17.43,10.68,NA,11.08
2006.0,DE,Total Electric Industry,11.85,10.21,7.67,0.0,NA,10.13
2006.0,FL,Total Electric Industry,11.33,9.91,7.71,10.32,NA,10.45
2006.0,GA,Total Electric Industry,8.91,7.81,5.38,6.12,NA,7.63
2006.0,HI,Total Electric Industry,23.35,21.42,17.96,0.0,NA,20.72
2006.0,IA,Total Electric Industry,9.63,7.29,4.92,7.05,NA,7.01
2006.0,ID,Total Electric Industry,6.21,5.16,3.61,0.0,NA,4.92
2006.0,IL,Total Electric Industry,8.42,7.95,4.69,5.59,NA,7.07
2006.0,IN,Total Electric Industry,8.22,7.21,4.95,9.66,NA,6.46
2006.0,KS,Total Electric Industry,8.25,6.96,5.2,0.0,NA,6.89
2006.0,KY,Total Electric Industry,7.02,6.44,4.05,0.0,NA,5.43
2006.0,LA,Total Electric Industry,9.14,9.03,6.87,14.1,NA,8.3
2006.0,MA,Total Electric Industry,16.6,15.54,13.04,10.68,NA,15.45
2006.0,MD,Total Electric Industry,9.71,10.56,8.14,8.43,NA,9.95
2006.0,ME,Total Electric Industry,13.8,12.42,8.83,0.0,NA,11.8
2006.0,MI,Total Electric Industry,9.77,8.51,6.05,10.06,NA,8.14
2006.0,MN,Total Electric Industry,8.7,7.02,5.29,7.95,NA,6.98
2006.0,MO,Total Electric Industry,7.44,6.08,4.58,5.75,NA,6.3
2006.0,MS,Total Electric Industry,9.66,9.37,5.94,0.0,NA,8.33
2006.0,MT,Total Electric Industry,8.28,7.44,5.12,0.0,NA,6.91
2006.0,NC,Total Electric Industry,9.12,7.17,5.23,3.23,NA,7.53
2006.0,ND,Total Electric Industry,7.14,6.3,5.0,0.0,NA,6.21
2006.0,NE,Total Electric Industry,7.41,6.19,4.56,0.0,NA,6.07
2006.0,NH,Total Electric Industry,14.68,14.07,11.62,0.0,NA,13.84
2006.0,NJ,Total Electric Industry,12.84,11.62,10.42,9.7,NA,11.88
2006.0,NM,Total Electric Industry,9.06,7.61,5.57,0.0,NA,7.37
2006.0,NV,Total Electric Industry,11.08,10.12,8.03,9.89,NA,9.63
2006.0,NY,Total Electric Industry,16.89,15.51,9.39,11.94,NA,15.27
2006.0,OH,Total Electric Industry,9.34,8.44,5.61,10.13,NA,7.71
2006.0,OK,Total Electric Industry,8.55,7.34,5.46,0.0,NA,7.3
2006.0,OR,Total Electric Industry,7.48,6.77,4.85,6.4,NA,6.53
2006.0,PA,Total Electric Industry,10.35,8.94,6.63,7.45,NA,8.68
2006.0,RI,Total Electric Industry,15.12,13.51,12.51,0.0,NA,13.98
2006.0,SC,Total Electric Industry,9.03,7.6,4.71,0.0,NA,6.98
2006.0,SD,Total Electric Industry,7.83,6.47,4.84,0.0,NA,6.7
2006.0,TN,Total Electric Industry,7.75,8.0,5.17,11.18,NA,6.97
2006.0,TX,Total Electric Industry,12.86,9.85,7.82,8.42,NA,10.34
2006.0,UT,Total Electric Industry,7.59,6.15,4.21,7.19,NA,5.99
2006.0,VA,Total Electric Industry,8.49,6.21,4.69,6.81,NA,6.86
2006.0,VT,Total Electric Industry,13.39,11.67,8.33,0.0,NA,11.37
2006.0,WA,Total Electric Industry,6.82,6.63,4.44,5.93,NA,6.14
2006.0,WI,Total Electric Industry,10.51,8.37,5.85,0.0,NA,8.13
2006.0,WV,Total Electric Industry,6.35,5.59,3.71,5.86,NA,5.04
2006.0,WY,Total Electric Industry,7.75,6.28,4.04,0.0,NA,5.27
2006.0,US,Total Electric Industry,10.4,9.46,6.16,9.54,NA,8.9
2006.0,AK,Full-Service Providers,14.83,11.93,11.54,0.0,NA,12.84
2006.0,AL,Full-Service Providers,8.75,8.18,4.9,0.0,NA,7.07
2006.0,AR,Full-Service Providers,8.85,6.96,5.24,0.0,NA,6.99
2006.0,AZ,Full-Service Providers,9.4,8.02,5.69,0.0,NA,8.24
2006.0,CA,Full-Service Providers,14.32,12.93,9.95,7.66,NA,12.92
2006.0,CO,Full-Service Providers,9.02,7.5,5.88,7.78,NA,7.61
2006.0,CT,Full-Service Providers,16.85,14.02,11.7,14.55,NA,14.85
2006.0,DC,Full-Service Providers,9.86,12.23,0.95,2.45,NA,12.13
2006.0,DE,Full-Service Providers,11.85,10.35,7.47,0.0,NA,10.52
2006.0,FL,Full-Service Providers,11.33,9.91,7.71,10.32,NA,10.45
2006.0,GA,Full-Service Providers,8.91,7.81,5.38,6.12,NA,7.63
2006.0,HI,Full-Service Providers,23.35,21.42,17.96,0.0,NA,20.72
2006.0,IA,Full-Service Providers,9.63,7.29,4.92,7.05,NA,7.01
2006.0,ID,Full-Service Providers,6.21,5.16,3.61,0.0,NA,4.92
2006.0,IL,Full-Service Providers,8.42,8.59,4.46,5.59,NA,7.38
2006.0,IN,Full-Service Providers,8.22,7.21,4.95,9.66,NA,6.46
2006.0,KS,Full-Service Providers,8.25,6.96,5.2,0.0,NA,6.89
2006.0,KY,Full-Service Providers,7.02,6.44,4.05,0.0,NA,5.43
2006.0,LA,Full-Service Providers,9.14,9.03,6.87,14.1,NA,8.3
2006.0,MA,Full-Service Providers,16.4,16.78,12.55,11.21,NA,16.06
2006.0,MD,Full-Service Providers,9.69,11.25,8.85,0.0,NA,10.18
2006.0,ME,Full-Service Providers,13.36,13.27,5.94,0.0,NA,7.03
2006.0,MI,Full-Service Providers,9.77,8.42,6.13,10.06,NA,8.17
2006.0,MN,Full-Service Providers,8.7,7.02,5.29,7.95,NA,6.98
2006.0,MO,Full-Service Providers,7.44,6.08,4.58,5.75,NA,6.3
2006.0,MS,Full-Service Providers,9.66,9.37,5.94,0.0,NA,8.33
2006.0,MT,Full-Service Providers,8.28,7.45,6.08,0.0,NA,7.57
2006.0,NC,Full-Service Providers,9.12,7.17,5.23,3.23,NA,7.53
2006.0,ND,Full-Service Providers,7.14,6.3,5.0,0.0,NA,6.21
2006.0,NE,Full-Service Providers,7.41,6.19,4.56,0.0,NA,6.07
2006.0,NH,Full-Service Providers,14.68,14.37,11.28,0.0,NA,13.96
2006.0,NJ,Full-Service Providers,12.84,11.65,9.54,10.18,NA,12.03
2006.0,NM,Full-Service Providers,9.06,7.61,5.57,0.0,NA,7.37
2006.0,NV,Full-Service Providers,11.08,10.12,8.19,9.89,NA,9.75
2006.0,NY,Full-Service Providers,16.91,16.3,9.62,14.48,NA,16.08
2006.0,OH,Full-Service Providers,9.31,8.32,5.56,10.13,NA,7.68
2006.0,OK,Full-Service Providers,8.55,7.34,5.46,0.0,NA,7.3
2006.0,OR,Full-Service Providers,7.48,6.73,4.7,6.4,NA,6.5
2006.0,PA,Full-Service Providers,10.31,8.94,6.67,7.47,NA,8.7
2006.0,RI,Full-Service Providers,15.12,13.76,12.75,0.0,NA,14.24
2006.0,SC,Full-Service Providers,9.03,7.6,4.71,0.0,NA,6.98
2006.0,SD,Full-Service Providers,7.83,6.47,4.84,0.0,NA,6.7
2006.0,TN,Full-Service Providers,7.75,8.0,5.17,11.18,NA,6.97
2006.0,TX,Full-Service Providers,12.86,9.85,7.82,8.42,NA,10.34
2006.0,UT,Full-Service Providers,7.59,6.15,4.21,7.19,NA,5.99
2006.0,VA,Full-Service Providers,8.49,6.21,4.69,6.81,NA,6.86
2006.0,VT,Full-Service Providers,13.39,11.67,8.33,0.0,NA,11.37
2006.0,WA,Full-Service Providers,6.82,6.64,4.26,5.93,NA,6.14
2006.0,WI,Full-Service Providers,10.51,8.37,5.85,0.0,NA,8.13
2006.0,WV,Full-Service Providers,6.35,5.59,3.71,5.86,NA,5.04
2006.0,WY,Full-Service Providers,7.75,6.28,4.04,0.0,NA,5.27
2006.0,US,Full-Service Providers,10.36,9.18,6.0,8.44,NA,8.77
2006.0,CA,Restructured Retail Service Providers,18.35,12.58,10.7,4.37,NA,11.68
2006.0,CT,Restructured Retail Service Providers,16.99,14.08,11.83,0.0,NA,14.43
2006.0,DC,Restructured Retail Service Providers,10.57,10.11,8.29,10.03,NA,9.93
2006.0,DE,Restructured Retail Service Providers,13.22,9.8,7.9,0.0,NA,8.73
2006.0,IL,Restructured Retail Service Providers,0.0,6.15,5.23,0.0,NA,5.69
2006.0,MA,Restructured Retail Service Providers,19.25,14.45,13.42,10.59,NA,14.43
2006.0,MD,Restructured Retail Service Providers,11.0,9.96,7.94,8.43,NA,9.5
2006.0,ME,Restructured Retail Service Providers,13.81,12.42,9.49,0.0,NA,12.15
2006.0,MI,Restructured Retail Service Providers,10.11,9.64,5.12,0.0,NA,7.46
2006.0,MT,Restructured Retail Service Providers,0.0,5.38,4.55,0.0,NA,4.55
2006.0,NH,Restructured Retail Service Providers,0.0,12.39,13.3,0.0,NA,12.69
2006.0,NJ,Restructured Retail Service Providers,15.66,11.51,11.03,9.68,NA,11.27
2006.0,NV,Restructured Retail Service Providers,0.0,0.0,6.38,0.0,NA,6.38
2006.0,NY,Restructured Retail Service Providers,16.65,14.83,9.2,11.64,NA,13.99
2006.0,OH,Restructured Retail Service Providers,10.11,9.4,6.02,0.0,NA,8.09
2006.0,OR,Restructured Retail Service Providers,0.0,7.71,8.17,0.0,NA,7.95
2006.0,PA,Restructured Retail Service Providers,12.59,8.98,6.23,6.61,NA,8.23
2006.0,RI,Restructured Retail Service Providers,13.88,12.43,11.92,0.0,NA,12.26
2006.0,VA,Restructured Retail Service Providers,12.12,10.44,0.0,0.0,NA,11.1
2006.0,WA,Restructured Retail Service Providers,0.0,5.07,6.2,0.0,NA,6.16
2006.0,US,Restructured Retail Service Providers,14.43,11.99,8.21,10.32,NA,10.87
2006.0,CA,Energy-Only Providers,10.57,7.66,7.17,3.82,NA,7.41
2006.0,CT,Energy-Only Providers,10.71,8.95,8.7,0.0,NA,9.39
2006.0,DC,Energy-Only Providers,8.23,7.22,7.34,7.58,NA,7.26
2006.0,DE,Energy-Only Providers,10.64,8.45,7.59,0.0,NA,7.97
2006.0,IL,Energy-Only Providers,0.0,4.6,4.35,0.0,NA,4.47
2006.0,MA,Energy-Only Providers,11.67,9.76,9.85,9.81,NA,9.91
2006.0,MD,Energy-Only Providers,8.55,8.12,6.99,7.18,NA,7.86
2006.0,ME,Energy-Only Providers,6.82,7.71,7.5,0.0,NA,7.32
2006.0,MI,Energy-Only Providers,5.42,7.0,4.07,0.0,NA,5.58
2006.0,MT,Energy-Only Providers,0.0,3.31,4.02,0.0,NA,4.02
2006.0,NH,Energy-Only Providers,0.0,8.66,9.73,0.0,NA,9.02
2006.0,NJ,Energy-Only Providers,8.2,7.77,7.55,7.24,NA,7.67
2006.0,NV,Energy-Only Providers,0.0,0.0,6.15,0.0,NA,6.15
2006.0,NY,Energy-Only Providers,10.29,10.37,6.81,9.09,NA,9.79
2006.0,OH,Energy-Only Providers,5.04,4.87,3.91,0.0,NA,4.49
2006.0,OR,Energy-Only Providers,0.0,6.88,7.61,0.0,NA,7.26
2006.0,PA,Energy-Only Providers,8.27,7.2,5.68,5.4,NA,6.7
2006.0,RI,Energy-Only Providers,8.21,8.15,8.36,0.0,NA,8.22
2006.0,VA,Energy-Only Providers,9.6,9.81,0.0,0.0,NA,9.73
2006.0,WA,Energy-Only Providers,0.0,4.14,5.66,0.0,NA,5.62
2006.0,US,Energy-Only Providers,8.23,8.36,6.25,8.24,NA,7.66
2006.0,CA,Delivery-Only Service,7.79,4.92,3.54,0.55,NA,4.27
2006.0,CT,Delivery-Only Service,6.28,5.14,3.14,0.0,NA,5.04
2006.0,DC,Delivery-Only Service,2.35,2.89,0.95,2.45,NA,2.67
2006.0,DE,Delivery-Only Service,2.58,1.35,0.31,0.0,NA,0.77
2006.0,IL,Delivery-Only Service,0.0,1.54,0.88,0.0,NA,1.21
2006.0,MA,Delivery-Only Service,7.58,4.69,3.57,0.78,NA,4.52
2006.0,MD,Delivery-Only Service,2.45,1.84,0.95,1.25,NA,1.64
2006.0,ME,Delivery-Only Service,6.99,4.71,1.99,0.0,NA,4.82
2006.0,MI,Delivery-Only Service,4.69,2.65,1.05,0.0,NA,1.87
2006.0,MT,Delivery-Only Service,0.0,2.07,0.53,0.0,NA,0.53
2006.0,NH,Delivery-Only Service,0.0,3.73,3.56,0.0,NA,3.67
2006.0,NJ,Delivery-Only Service,7.47,3.74,3.49,2.44,NA,3.61
2006.0,NV,Delivery-Only Service,0.0,0.0,0.22,0.0,NA,0.22
2006.0,NY,Delivery-Only Service,6.37,4.47,2.38,2.55,NA,4.2
2006.0,OH,Delivery-Only Service,5.07,4.53,2.11,0.0,NA,3.6
2006.0,OR,Delivery-Only Service,0.0,0.82,0.56,0.0,NA,0.69
2006.0,PA,Delivery-Only Service,4.32,1.78,0.55,1.21,NA,1.54
2006.0,RI,Delivery-Only Service,5.67,4.28,3.57,0.0,NA,4.04
2006.0,VA,Delivery-Only Service,2.52,0.64,0.0,0.0,NA,1.37
2006.0,WA,Delivery-Only Service,0.0,0.93,0.54,0.0,NA,0.55
2006.0,US,Delivery-Only Service,6.19,3.63,1.96,2.08,NA,3.21
2005.0,AK,Total Electric Industry,13.3,11.56,9.29,0.0,NA,11.72
2005.0,AL,Total Electric Industry,8.0,7.5,4.52,0.0,NA,6.46
2005.0,AR,Total Electric Industry,8.0,6.18,4.74,0.0,NA,6.3
2005.0,AZ,Total Electric Industry,8.86,7.4,5.85,0.0,NA,7.79
2005.0,CA,Total Electric Industry,12.51,11.92,9.55,6.55,NA,11.63
2005.0,CO,Total Electric Industry,9.06,7.62,5.74,5.01,NA,7.64
2005.0,CT,Total Electric Industry,13.64,11.53,9.4,8.78,NA,12.06
2005.0,DC,Total Electric Industry,9.1,9.13,14.13,7.37,NA,9.18
2005.0,DE,Total Electric Industry,9.01,7.6,6.21,0.0,NA,7.76
2005.0,FL,Total Electric Industry,9.62,8.16,6.46,8.03,NA,8.76
2005.0,GA,Total Electric Industry,8.64,7.67,5.28,5.9,NA,7.43
2005.0,HI,Total Electric Industry,20.7,19.04,15.79,0.0,NA,18.33
2005.0,IA,Total Electric Industry,9.27,6.95,4.56,0.0,NA,6.69
2005.0,ID,Total Electric Industry,6.29,5.42,3.91,0.0,NA,5.12
2005.0,IL,Total Electric Industry,8.34,7.75,4.61,5.61,NA,6.95
2005.0,IN,Total Electric Industry,7.5,6.57,4.42,9.14,NA,5.88
2005.0,KS,Total Electric Industry,7.9,6.6,4.85,0.0,NA,6.55
2005.0,KY,Total Electric Industry,6.57,6.01,3.6,0.0,NA,5.01
2005.0,LA,Total Electric Industry,8.87,8.56,6.71,7.63,NA,8.03
2005.0,MA,Total Electric Industry,13.44,12.42,9.22,4.8,NA,12.18
2005.0,MD,Total Electric Industry,8.46,8.97,7.01,7.73,NA,8.13
2005.0,ME,Total Electric Industry,13.23,10.63,7.28,0.0,NA,10.57
2005.0,MI,Total Electric Industry,8.4,7.84,5.32,13.07,NA,7.23
2005.0,MN,Total Electric Industry,8.28,6.59,5.02,6.21,NA,6.61
2005.0,MO,Total Electric Industry,7.08,5.92,4.54,4.77,NA,6.13
2005.0,MS,Total Electric Industry,8.71,8.48,5.37,0.0,NA,7.54
2005.0,MT,Total Electric Industry,8.1,7.43,4.83,0.0,NA,6.72
2005.0,NC,Total Electric Industry,8.65,6.86,5.04,8.33,NA,7.19
2005.0,ND,Total Electric Industry,6.99,6.11,4.32,0.0,NA,5.92
2005.0,NE,Total Electric Industry,7.14,5.98,4.43,0.0,NA,5.87
2005.0,NH,Total Electric Industry,13.51,12.06,11.48,0.0,NA,12.53
2005.0,NJ,Total Electric Industry,11.74,10.61,9.76,7.65,NA,10.89
2005.0,NM,Total Electric Industry,9.13,7.81,5.61,0.0,NA,7.51
2005.0,NV,Total Electric Industry,10.2,9.48,7.71,9.34,NA,9.02
2005.0,NY,Total Electric Industry,15.72,14.36,8.23,11.39,NA,13.95
2005.0,OH,Total Electric Industry,8.51,7.93,5.1,9.03,NA,7.08
2005.0,OK,Total Electric Industry,7.95,7.0,5.11,0.0,NA,6.85
2005.0,OR,Total Electric Industry,7.25,6.51,4.83,6.36,NA,6.34
2005.0,PA,Total Electric Industry,9.86,8.5,6.29,7.22,NA,8.27
2005.0,RI,Total Electric Industry,13.04,11.71,10.01,0.0,NA,11.97
2005.0,SC,Total Electric Industry,8.67,7.39,4.55,0.0,NA,6.72
2005.0,SD,Total Electric Industry,7.77,6.2,4.95,0.0,NA,6.6
2005.0,TN,Total Electric Industry,6.98,7.17,4.73,11.46,NA,6.31
2005.0,TX,Total Electric Industry,10.93,8.85,7.14,8.45,NA,9.14
2005.0,UT,Total Electric Industry,7.52,6.07,4.24,7.2,NA,5.92
2005.0,VA,Total Electric Industry,8.16,6.05,4.46,6.81,NA,6.64
2005.0,VT,Total Electric Industry,12.96,11.33,7.77,0.0,NA,10.95
2005.0,WA,Total Electric Industry,6.54,6.33,4.27,6.44,NA,5.87
2005.0,WI,Total Electric Industry,9.66,7.67,5.39,0.0,NA,7.48
2005.0,WV,Total Electric Industry,6.21,5.53,3.85,6.08,NA,5.15
2005.0,WY,Total Electric Industry,7.48,6.17,3.99,0.0,NA,5.16
2005.0,US,Total Electric Industry,9.45,8.67,5.73,8.57,NA,8.14
2005.0,AK,Full-Service Providers,13.3,11.56,9.29,0.0,NA,11.72
2005.0,AL,Full-Service Providers,8.0,7.5,4.52,0.0,NA,6.46
2005.0,AR,Full-Service Providers,8.0,6.18,4.74,0.0,NA,6.3
2005.0,AZ,Full-Service Providers,8.86,7.4,5.85,0.0,NA,7.79
2005.0,CA,Full-Service Providers,12.49,11.97,9.39,8.11,NA,11.71
2005.0,CO,Full-Service Providers,9.06,7.62,5.74,5.01,NA,7.64
2005.0,CT,Full-Service Providers,13.64,11.52,9.42,8.78,NA,12.06
2005.0,DC,Full-Service Providers,9.09,9.21,1.15,2.54,NA,9.51
2005.0,DE,Full-Service Providers,9.01,7.6,6.46,0.0,NA,7.94
2005.0,FL,Full-Service Providers,9.62,8.16,6.46,8.03,NA,8.76
2005.0,GA,Full-Service Providers,8.64,7.67,5.28,5.9,NA,7.43
2005.0,HI,Full-Service Providers,20.7,19.04,15.79,0.0,NA,18.33
2005.0,IA,Full-Service Providers,9.27,6.95,4.56,0.0,NA,6.69
2005.0,ID,Full-Service Providers,6.29,5.42,3.91,0.0,NA,5.12
2005.0,IL,Full-Service Providers,8.34,8.41,4.6,5.61,NA,7.37
2005.0,IN,Full-Service Providers,7.5,6.57,4.42,9.14,NA,5.88
2005.0,KS,Full-Service Providers,7.9,6.6,4.85,0.0,NA,6.55
2005.0,KY,Full-Service Providers,6.57,6.01,3.6,0.0,NA,5.01
2005.0,LA,Full-Service Providers,8.87,8.56,6.71,7.63,NA,8.03
2005.0,MA,Full-Service Providers,13.25,13.1,9.0,4.05,NA,12.44
2005.0,MD,Full-Service Providers,8.44,9.19,6.72,0.0,NA,8.31
2005.0,ME,Full-Service Providers,9.2,8.33,4.8,0.0,NA,6.19
2005.0,MI,Full-Service Providers,8.4,7.87,5.33,13.07,NA,7.3
2005.0,MN,Full-Service Providers,8.28,6.59,5.02,6.21,NA,6.61
2005.0,MO,Full-Service Providers,7.08,5.92,4.54,4.77,NA,6.13
2005.0,MS,Full-Service Providers,8.71,8.48,5.37,0.0,NA,7.54
2005.0,MT,Full-Service Providers,8.1,7.43,5.44,0.0,NA,7.33
2005.0,NC,Full-Service Providers,8.65,6.86,5.04,8.33,NA,7.19
2005.0,ND,Full-Service Providers,6.99,6.11,4.32,0.0,NA,5.92
2005.0,NE,Full-Service Providers,7.14,5.98,4.43,0.0,NA,5.87
2005.0,NH,Full-Service Providers,13.51,12.06,11.61,0.0,NA,12.56
2005.0,NJ,Full-Service Providers,11.74,10.54,8.81,3.31,NA,10.95
